SAMPLE POINT;DATE;Rain (mm)
MMS01;9/11/2012;0
MMS01;10/11/2012;0
MMS01;11/11/2012;0
MMS01;12/11/2012;0
MMS01;13/11/2012;0
MMS01;14/11/2012;0
MMS01;15/11/2012;0
MMS01;16/11/2012;0
MMS01;17/11/2012;0
MMS01;18/11/2012;0
MMS01;19/11/2012;0
MMS01;20/11/2012;12,4
MMS01;21/11/2012;2
MMS01;22/11/2012;0
MMS01;23/11/2012;0
MMS01;24/11/2012;0
MMS01;25/11/2012;0
MMS01;26/11/2012;0
MMS01;27/11/2012;0
MMS01;28/11/2012;0
MMS01;29/11/2012;5,8
MMS01;30/11/2012;0
MMS01;1/12/2012;0
MMS01;2/12/2012;10
MMS01;3/12/2012;3,2
MMS01;4/12/2012;0
MMS01;5/12/2012;2,2
MMS01;6/12/2012;0
MMS01;7/12/2012;0
MMS01;8/12/2012;4,4
MMS01;9/12/2012;8,8
MMS01;10/12/2012;0
MMS01;11/12/2012;4,4
MMS01;12/12/2012;0
MMS01;13/12/2012;0
MMS01;14/12/2012;0
MMS01;15/12/2012;0
MMS01;16/12/2012;0
MMS01;17/12/2012;2
MMS01;18/12/2012;17,6
MMS01;19/12/2012;5,8
MMS01;20/12/2012;0,6
MMS01;21/12/2012;4,6
MMS01;22/12/2012;2
MMS01;23/12/2012;0
MMS01;24/12/2012;0
MMS01;25/12/2012;0
MMS01;26/12/2012;0,4
MMS01;27/12/2012;0
MMS01;28/12/2012;0,2
MMS01;29/12/2012;3,4
MMS01;30/12/2012;0
MMS01;31/12/2012;0
MMS01;1/1/2013;0
MMS01;2/1/2013;0
MMS01;3/1/2013;0,2
MMS01;4/1/2013;0
MMS01;5/1/2013;0
MMS01;6/1/2013;0
MMS01;7/1/2013;0
MMS01;8/1/2013;0
MMS01;9/1/2013;0
MMS01;10/1/2013;0
MMS01;11/1/2013;1,4
MMS01;12/1/2013;2,2
MMS01;13/1/2013;0,2
MMS01;14/1/2013;0,4
MMS01;15/1/2013;0,6
MMS01;16/1/2013;0,6
MMS01;17/1/2013;0,4
MMS01;18/1/2013;0
MMS01;19/1/2013;0,2
MMS01;20/1/2013;0
MMS01;21/1/2013;0,2
MMS01;22/1/2013;0,2
MMS01;23/1/2013;0
MMS01;24/1/2013;0,2
MMS01;25/1/2013;0
MMS01;26/1/2013;1
MMS01;27/1/2013;0,2
MMS01;28/1/2013;0,2
MMS01;29/1/2013;0
MMS01;30/1/2013;0,2
MMS01;31/1/2013;0
MMS01;1/2/2013;0
MMS01;2/2/2013;0
MMS01;3/2/2013;0
MMS01;4/2/2013;0
MMS01;5/2/2013;0
MMS01;6/2/2013;0
MMS01;7/2/2013;0
MMS01;8/2/2013;0
MMS01;9/2/2013;0
MMS01;10/2/2013;0
MMS01;11/2/2013;0
MMS01;12/2/2013;0
MMS01;13/2/2013;0
MMS01;14/2/2013;0
MMS01;15/2/2013;0
MMS01;16/2/2013;0
MMS01;17/2/2013;0
MMS01;18/2/2013;0
MMS01;19/2/2013;0
MMS01;20/2/2013;0,4
MMS01;21/2/2013;0
MMS01;22/2/2013;0,8
MMS01;23/2/2013;0
MMS01;24/2/2013;0,2
MMS01;25/2/2013;0,6
MMS01;26/2/2013;23
MMS01;27/2/2013;47,6
MMS01;28/2/2013;0,2
MMS01;1/3/2013;0
MMS01;2/3/2013;1,6
MMS01;3/3/2013;1,4
MMS01;4/3/2013;0
MMS01;5/3/2013;0
MMS01;6/3/2013;0
MMS01;7/3/2013;4
MMS01;8/3/2013;0,8
MMS01;9/3/2013;0,6
MMS01;10/3/2013;0,2
MMS01;11/3/2013;0
MMS01;12/3/2013;0
MMS01;13/3/2013;0
MMS01;14/3/2013;5,8
MMS01;15/3/2013;0
MMS01;16/3/2013;0
MMS01;17/3/2013;0
MMS01;18/3/2013;5,4
MMS01;19/3/2013;0,2
MMS01;20/3/2013;0
MMS01;21/3/2013;6,8
MMS01;22/3/2013;0
MMS01;23/3/2013;0
MMS01;24/3/2013;0
MMS01;25/3/2013;0
MMS01;26/3/2013;0,8
MMS01;27/3/2013;4,6
MMS01;28/3/2013;0,2
MMS01;29/3/2013;0,2
MMS01;30/3/2013;0
MMS01;31/3/2013;1
MMS01;1/4/2013;0,2
MMS01;2/4/2013;0
MMS01;3/4/2013;4
MMS01;4/4/2013;0,2
MMS01;5/4/2013;0
MMS01;6/4/2013;0
MMS01;7/4/2013;10,2
MMS01;8/4/2013;6,8
MMS01;9/4/2013;0,8
MMS01;10/4/2013;0,2
MMS01;11/4/2013;0,2
MMS01;12/4/2013;0
MMS01;13/4/2013;0
MMS01;14/4/2013;10,6
MMS01;15/4/2013;7,2
MMS01;16/4/2013;0
MMS01;17/4/2013;0
MMS01;18/4/2013;0
MMS01;19/4/2013;0
MMS01;20/4/2013;0
MMS01;21/4/2013;0
MMS01;22/4/2013;0
MMS01;23/4/2013;0
MMS01;24/4/2013;0
MMS01;25/4/2013;0
MMS01;26/4/2013;0
MMS01;27/4/2013;0
MMS01;28/4/2013;0
MMS01;29/4/2013;0
MMS01;30/4/2013;0
MMS01;1/5/2013;0
MMS01;2/5/2013;0
MMS01;3/5/2013;0
MMS01;4/5/2013;0
MMS01;5/5/2013;0
MMS01;6/5/2013;0
MMS01;7/5/2013;0
MMS01;8/5/2013;3,2
MMS01;9/5/2013;2,8
MMS01;10/5/2013;0
MMS01;11/5/2013;0
MMS01;12/5/2013;2,8
MMS01;13/5/2013;0
MMS01;14/5/2013;0
MMS01;15/5/2013;0
MMS01;16/5/2013;0
MMS01;17/5/2013;0
MMS01;18/5/2013;0
MMS01;19/5/2013;0
MMS01;20/5/2013;0
MMS01;21/5/2013;0
MMS01;22/5/2013;0
MMS01;23/5/2013;0
MMS01;24/5/2013;0
MMS01;25/5/2013;0
MMS01;26/5/2013;0
MMS01;27/5/2013;0
MMS01;28/5/2013;0
MMS01;29/5/2013;0
MMS01;30/5/2013;0
MMS01;31/5/2013;0
MMS01;1/6/2013;0
MMS01;2/6/2013;5,6
MMS01;3/6/2013;0
MMS01;4/6/2013;1,8
MMS01;5/6/2013;16,6
MMS01;6/6/2013;0
MMS01;7/6/2013;3,2
MMS01;8/6/2013;0
MMS01;9/6/2013;0
MMS01;10/6/2013;3,2
MMS01;11/6/2013;0
MMS01;12/6/2013;5,8
MMS01;13/6/2013;10,6
MMS01;14/6/2013;2
MMS01;15/6/2013;0
MMS01;16/6/2013;0
MMS01;17/6/2013;0
MMS01;18/6/2013;0
MMS01;19/6/2013;0
MMS01;20/6/2013;0
MMS01;21/6/2013;0
MMS01;22/6/2013;0
MMS01;23/6/2013;0
MMS01;24/6/2013;0
MMS01;25/6/2013;0
MMS01;26/6/2013;0
MMS01;27/6/2013;0
MMS01;28/6/2013;3,6
MMS01;29/6/2013;3,6
MMS01;30/6/2013;0
MMS01;1/7/2013;0
MMS01;2/7/2013;0
MMS01;3/7/2013;0
MMS01;4/7/2013;0
MMS01;5/7/2013;0
MMS01;6/7/2013;0
MMS01;7/7/2013;0
MMS01;8/7/2013;0
MMS01;9/7/2013;0
MMS01;23/7/2013;0
MMS01;24/7/2013;0
MMS01;25/7/2013;0
MMS01;26/7/2013;0
MMS01;27/7/2013;0
MMS01;28/7/2013;0
MMS01;29/7/2013;0
MMS01;30/7/2013;0
MMS01;1/8/2013;0
MMS01;2/8/2013;0
MMS01;3/8/2013;0
MMS01;4/8/2013;0
MMS01;5/8/2013;0
MMS01;6/8/2013;0
MMS01;7/8/2013;0
MMS01;8/8/2013;0
MMS01;9/8/2013;0
MMS01;10/8/2013;0
MMS01;11/8/2013;0
MMS01;12/8/2013;0
MMS01;13/8/2013;0
MMS01;14/8/2013;0
MMS01;15/8/2013;0
MMS01;16/8/2013;0
MMS01;17/8/2013;0
MMS01;18/8/2013;0
MMS01;19/8/2013;0
MMS01;20/8/2013;0
MMS01;21/8/2013;0
MMS01;22/8/2013;0
MMS01;23/8/2013;0
MMS01;24/8/2013;0
MMS01;25/8/2013;0
MMS01;26/8/2013;0
MMS01;27/8/2013;0
MMS01;28/8/2013;5,6
MMS01;29/8/2013;0
MMS01;30/8/2013;0
MMS01;31/8/2013;19,6
MMS01;1/9/2013;0
MMS01;2/9/2013;0
MMS01;3/9/2013;0
MMS01;4/9/2013;0
MMS01;5/9/2013;0
MMS01;6/9/2013;0
MMS01;7/9/2013;0
MMS01;8/9/2013;0
MMS01;9/9/2013;0
MMS01;10/9/2013;0
MMS01;11/9/2013;0
MMS01;12/9/2013;0
MMS01;13/9/2013;4,2
MMS01;14/9/2013;0
MMS01;15/9/2013;0
MMS01;16/9/2013;3,2
MMS01;17/9/2013;0
MMS01;18/9/2013;0
MMS01;19/9/2013;0
MMS01;20/9/2013;0
MMS01;21/9/2013;0
MMS01;22/9/2013;0
MMS01;23/9/2013;0
MMS01;24/9/2013;0
MMS01;25/9/2013;0
MMS01;26/9/2013;0
MMS01;27/9/2013;0
MMS01;28/9/2013;2,4
MMS01;29/9/2013;0
MMS01;30/9/2013;3,8
MMS01;1/10/2013;0
MMS01;2/10/2013;18,8
MMS01;3/10/2013;7,2
MMS01;4/10/2013;0,2
MMS01;5/10/2013;0,4
MMS01;6/10/2013;0
MMS01;7/10/2013;0
MMS01;8/10/2013;0
MMS01;9/10/2013;0
MMS01;10/10/2013;0
MMS01;11/10/2013;2,4
MMS01;12/10/2013;0,2
MMS01;13/10/2013;0
MMS01;14/10/2013;0
MMS01;15/10/2013;0
MMS01;16/10/2013;0
MMS01;17/10/2013;0,6
MMS01;18/10/2013;0
MMS01;19/10/2013;0
MMS01;20/10/2013;0
MMS01;21/10/2013;0
MMS01;22/10/2013;0
MMS01;23/10/2013;0
MMS01;24/10/2013;0
MMS01;25/10/2013;0
MMS01;26/10/2013;0
MMS01;27/10/2013;0
MMS01;28/10/2013;0
MMS01;29/10/2013;0
MMS01;30/10/2013;0
MMS01;31/10/2013;0
MMS01;1/11/2013;0
MMS01;2/11/2013;0
MMS01;3/11/2013;0
MMS01;4/11/2013;0
MMS01;5/11/2013;0
MMS01;6/11/2013;10,6
MMS01;7/11/2013;0
MMS01;8/11/2013;0
MMS01;9/11/2013;0
MMS01;10/11/2013;0
MMS01;11/11/2013;4
MMS01;12/11/2013;0,8
MMS01;13/11/2013;0
MMS01;14/11/2013;8
MMS01;15/11/2013;0,8
MMS01;1/1/2014;1,6
MMS01;2/1/2014;0,2
MMS01;3/1/2014;0,2
MMS01;4/1/2014;0
MMS01;5/1/2014;0
MMS01;6/1/2014;1,8
MMS01;7/1/2014;2,2
MMS01;8/1/2014;0,2
MMS01;9/1/2014;0,4
MMS01;10/1/2014;0
MMS01;11/1/2014;0
MMS01;12/1/2014;0,2
MMS01;13/1/2014;0
MMS01;14/1/2014;0
MMS01;15/1/2014;2,8
MMS01;16/1/2014;0,6
MMS01;17/1/2014;0
MMS01;18/1/2014;0
MMS01;19/1/2014;0
MMS01;20/1/2014;0
MMS01;21/1/2014;0,2
MMS01;22/1/2014;0
MMS01;23/1/2014;0
MMS01;24/1/2014;13,4
MMS01;25/1/2014;24
MMS01;26/1/2014;13,6
MMS01;27/1/2014;0,2
MMS01;28/1/2014;16
MMS01;29/1/2014;1,2
MMS01;30/1/2014;0
MMS01;31/1/2014;0
MMS01;1/2/2014;0
MMS01;2/2/2014;0
MMS01;3/2/2014;0
MMS01;4/2/2014;0
MMS01;5/2/2014;0
MMS01;6/2/2014;0,4
MMS01;7/2/2014;0
MMS01;8/2/2014;0
MMS01;9/2/2014;0
MMS01;10/2/2014;0
MMS01;11/2/2014;0
MMS01;12/2/2014;5
MMS01;13/2/2014;0
MMS01;14/2/2014;0
MMS01;15/2/2014;0
MMS01;16/2/2014;0
MMS01;17/2/2014;0,2
MMS01;18/2/2014;0,2
MMS01;19/2/2014;0
MMS01;20/2/2014;0
MMS01;21/2/2014;0
MMS01;22/2/2014;2,4
MMS01;23/2/2014;10
MMS01;24/2/2014;0,2
MMS01;25/2/2014;0,8
MMS01;26/2/2014;0
MMS01;27/2/2014;0
MMS01;28/2/2014;13,8
MMS01;1/3/2014;3
MMS01;2/3/2014;50
MMS01;3/3/2014;37,4
MMS01;4/3/2014;1,6
MMS01;5/3/2014;7
MMS01;6/3/2014;0,8
MMS01;7/3/2014;12,2
MMS01;8/3/2014;0,2
MMS01;9/3/2014;0
MMS01;10/3/2014;11,6
MMS01;11/3/2014;0,8
MMS01;12/3/2014;0
MMS01;13/3/2014;0
MMS01;14/3/2014;0
MMS01;15/3/2014;0
MMS01;16/3/2014;0
MMS01;17/3/2014;0
MMS01;18/3/2014;0
MMS01;19/3/2014;0
MMS01;20/3/2014;0
MMS01;21/3/2014;0
MMS01;22/3/2014;0
MMS01;23/3/2014;0
MMS01;24/3/2014;0
MMS01;25/3/2014;0
MMS01;26/3/2014;2
MMS01;27/3/2014;0,4
MMS01;28/3/2014;0
MMS01;29/3/2014;0
MMS01;30/3/2014;0
MMS01;31/3/2014;0
MMS01;1/4/2014;0
MMS01;2/4/2014;0
MMS01;3/4/2014;0
MMS01;4/4/2014;0
MMS01;5/4/2014;0
MMS01;6/4/2014;0,4
MMS01;7/4/2014;0,6
MMS01;8/4/2014;0,4
MMS01;9/4/2014;0
MMS01;10/4/2014;2
MMS01;11/4/2014;0,8
MMS01;12/4/2014;0
MMS01;13/4/2014;0
MMS01;14/4/2014;0
MMS01;15/4/2014;0
MMS01;16/4/2014;2
MMS01;17/4/2014;40,6
MMS01;18/4/2014;6,4
MMS01;19/4/2014;0
MMS01;20/4/2014;7,8
MMS01;21/4/2014;0,4
MMS01;22/4/2014;0
MMS01;23/4/2014;0
MMS01;24/4/2014;0
MMS01;25/4/2014;13,4
MMS01;26/4/2014;1,2
MMS01;27/4/2014;0,2
MMS01;28/4/2014;0,4
MMS01;29/4/2014;0,6
MMS01;30/4/2014;0
MMS01;1/5/2014;1,8
MMS01;2/5/2014;0
MMS01;3/5/2014;0
MMS01;4/5/2014;0
MMS01;5/5/2014;5
MMS01;6/5/2014;14
MMS01;7/5/2014;0,4
MMS01;8/5/2014;0
MMS01;9/5/2014;0,8
MMS01;10/5/2014;0,4
MMS01;11/5/2014;0
MMS01;12/5/2014;0
MMS01;13/5/2014;0
MMS01;14/5/2014;0
MMS01;15/5/2014;0
MMS01;16/5/2014;0,6
MMS01;17/5/2014;1,6
MMS01;18/5/2014;0
MMS01;19/5/2014;0
MMS01;20/5/2014;0
MMS01;21/5/2014;0
MMS01;22/5/2014;0
MMS01;23/5/2014;0
MMS01;24/5/2014;0
MMS01;25/5/2014;0
MMS01;26/5/2014;1,4
MMS01;27/5/2014;0
MMS01;28/5/2014;0
MMS01;29/5/2014;2,8
MMS01;30/5/2014;0
MMS01;31/5/2014;0
MMS01;1/6/2014;0
MMS01;2/6/2014;1,2
MMS01;3/6/2014;5,2
MMS01;4/6/2014;14,2
MMS01;5/6/2014;0
MMS01;6/6/2014;0
MMS01;7/6/2014;0
MMS01;8/6/2014;0,8
MMS01;9/6/2014;0,2
MMS01;10/6/2014;0
MMS01;11/6/2014;0
MMS01;12/6/2014;0,4
MMS01;13/6/2014;0
MMS01;14/6/2014;0
MMS01;15/6/2014;0,2
MMS01;16/6/2014;0
MMS01;17/6/2014;0
MMS01;18/6/2014;0
MMS01;19/6/2014;13,2
MMS01;20/6/2014;0
MMS01;21/6/2014;0
MMS01;22/6/2014;0
MMS01;23/6/2014;0
MMS01;24/6/2014;0
MMS01;25/6/2014;0
MMS01;26/6/2014;0
MMS01;27/6/2014;0,6
MMS01;28/6/2014;0,8
MMS01;29/6/2014;0
MMS01;30/6/2014;0
MMS01;1/7/2014;0
MMS01;2/7/2014;0
MMS01;3/7/2014;0
MMS01;4/7/2014;0
MMS01;5/7/2014;0
MMS01;6/7/2014;0
MMS01;7/7/2014;0
MMS01;8/7/2014;0
MMS01;9/7/2014;0
MMS01;10/7/2014;0
MMS01;11/7/2014;0
MMS01;12/7/2014;0
MMS01;13/7/2014;0
MMS01;14/7/2014;0
MMS01;15/7/2014;2,8
MMS01;16/7/2014;0
MMS01;17/7/2014;0
MMS01;18/7/2014;0
MMS01;19/7/2014;0
MMS01;20/7/2014;0
MMS01;21/7/2014;0
MMS01;22/7/2014;0
MMS01;23/7/2014;0
MMS01;24/7/2014;0
MMS01;25/7/2014;0
MMS01;26/7/2014;0
MMS01;27/7/2014;0
MMS01;28/7/2014;0
MMS01;29/7/2014;0
MMS01;30/7/2014;0
MMS01;31/7/2014;0
MMS01;1/8/2014;0
MMS01;2/8/2014;0
MMS01;3/8/2014;0
MMS01;4/8/2014;0
MMS01;5/8/2014;0
MMS01;6/8/2014;27,4
MMS01;7/8/2014;8,6
MMS01;8/8/2014;0
MMS01;9/8/2014;0
MMS01;10/8/2014;0
MMS01;11/8/2014;0
MMS01;12/8/2014;0
MMS01;13/8/2014;0
MMS01;14/8/2014;0
MMS01;15/8/2014;0
MMS01;16/8/2014;0
MMS01;17/8/2014;5,4
MMS01;18/8/2014;0
MMS01;19/8/2014;0
MMS01;20/8/2014;0
MMS01;21/8/2014;0
MMS01;22/8/2014;0
MMS01;23/8/2014;0
MMS01;24/8/2014;0
MMS01;25/8/2014;0
MMS01;26/8/2014;1
MMS01;27/8/2014;0
MMS01;28/8/2014;0
MMS01;29/8/2014;0
MMS01;1/9/2014;0
MMS01;2/9/2014;13,2
MMS01;3/9/2014;22,8
MMS01;4/9/2014;0
MMS01;5/9/2014;7,8
MMS01;6/9/2014;0,8
MMS01;7/9/2014;63,8
MMS01;8/9/2014;0,2
MMS01;9/9/2014;0,2
MMS01;10/9/2014;0
MMS01;11/9/2014;0
MMS01;12/9/2014;0
MMS01;18/9/2014;0
MMS01;19/9/2014;0
MMS01;20/9/2014;0
MMS01;21/9/2014;0
MMS01;22/9/2014;0
MMS01;23/9/2014;0
MMS01;24/9/2014;0
MMS01;25/9/2014;0
MMS01;26/9/2014;18,2
MMS01;27/9/2014;0,4
MMS01;28/9/2014;0
MMS01;29/9/2014;0
MMS01;30/9/2014;0
MMS01;1/10/2014;0
MMS01;2/10/2014;0
MMS01;3/10/2014;0
MMS01;4/10/2014;0
MMS01;5/10/2014;0
MMS01;6/10/2014;2,2
MMS01;7/10/2014;19,2
MMS01;8/10/2014;4,2
MMS01;9/10/2014;0
MMS01;10/10/2014;0
MMS01;11/10/2014;0
MMS01;12/10/2014;0
MMS01;13/10/2014;0
MMS01;14/10/2014;0
MMS01;15/10/2014;0
MMS01;16/10/2014;0
MMS01;17/10/2014;0
MMS01;18/10/2014;0
MMS01;19/10/2014;0
MMS01;20/10/2014;0
MMS01;21/10/2014;0
MMS01;22/10/2014;0
MMS01;23/10/2014;4,6
MMS01;24/10/2014;80,6
MMS01;25/10/2014;38,4
MMS01;26/10/2014;0,4
MMS01;27/10/2014;0
MMS01;28/10/2014;0
MMS01;29/10/2014;0
MMS01;30/10/2014;6,6
MMS01;31/10/2014;8,8
MMS01;1/11/2014;0,2
MMS01;2/11/2014;0
MMS01;3/11/2014;0
MMS01;4/11/2014;0
MMS01;5/11/2014;0
MMS01;6/11/2014;0
MMS01;7/11/2014;0
MMS01;8/11/2014;28,8
MMS01;9/11/2014;12,6
MMS01;10/11/2014;0,2
MMS01;11/11/2014;0
MMS01;12/11/2014;0,2
MMS01;13/11/2014;42,4
MMS01;14/11/2014;6,6
MMS01;15/11/2014;0
MMS01;16/11/2014;0
MMS01;17/11/2014;1,2
MMS01;18/11/2014;0
MMS01;19/11/2014;2
MMS01;20/11/2014;0
MMS01;21/11/2014;0
MMS01;22/11/2014;0
MMS01;23/11/2014;6,6
MMS01;24/11/2014;1,2
MMS01;25/11/2014;0,2
MMS01;26/11/2014;0,4
MMS01;27/11/2014;0,2
MMS01;28/11/2014;1
MMS01;29/11/2014;0,2
MMS01;30/11/2014;2,4
MMS01;1/12/2014;4,2
MMS01;2/12/2014;6,4
MMS01;3/12/2014;14,2
MMS01;4/12/2014;2,6
MMS01;5/12/2014;4,8
MMS01;6/12/2014;44,8
MMS01;7/12/2014;57,8
MMS01;8/12/2014;58,2
MMS01;9/12/2014;33
MMS01;10/12/2014;4,6
MMS01;11/12/2014;3,6
MMS01;12/12/2014;0
MMS01;13/12/2014;0
MMS01;14/12/2014;0,2
MMS01;15/12/2014;0
MMS01;16/12/2014;0,2
MMS01;17/12/2014;23,6
MMS01;18/12/2014;0,2
MMS01;19/12/2014;0,4
MMS01;20/12/2014;0,2
MMS01;21/12/2014;0,2
MMS01;22/12/2014;0
MMS01;23/12/2014;0
MMS01;24/12/2014;0,2
MMS01;25/12/2014;0
MMS01;26/12/2014;3,2
MMS01;27/12/2014;2,8
MMS01;28/12/2014;1,4
MMS01;29/12/2014;1
MMS01;30/12/2014;0
MMS01;31/12/2014;0,2
MMS01;1/1/2015;0
MMS01;2/1/2015;0
MMS01;3/1/2015;0
MMS01;4/1/2015;0,2
MMS01;5/1/2015;0
MMS01;6/1/2015;0
MMS01;7/1/2015;0
MMS01;24/1/2015;0,6
MMS01;25/1/2015;7,4
MMS01;26/1/2015;6,4
MMS01;27/1/2015;0,6
MMS01;28/1/2015;0,4
MMS01;29/1/2015;0,6
MMS01;30/1/2015;0
MMS01;31/1/2015;8,2
MMS01;1/2/2015;0
MMS01;2/2/2015;0
MMS01;3/2/2015;0
MMS01;4/2/2015;0
MMS01;5/2/2015;0
MMS01;6/2/2015;13,6
MMS01;7/2/2015;0
MMS01;8/2/2015;3,2
MMS01;9/2/2015;2,8
MMS01;10/2/2015;0
MMS01;11/2/2015;0
MMS01;12/2/2015;0
MMS01;13/2/2015;0
MMS01;14/2/2015;0
MMS01;15/2/2015;0
MMS01;16/2/2015;1
MMS01;17/2/2015;1,2
MMS01;18/2/2015;0
MMS01;19/2/2015;0
MMS01;20/2/2015;0
MMS01;21/2/2015;0
MMS01;22/2/2015;16,4
MMS01;23/2/2015;7,4
MMS01;24/2/2015;9
MMS01;25/2/2015;12
MMS01;26/2/2015;4
MMS01;27/2/2015;13,4
MMS01;28/2/2015;2
MMS01;1/3/2015;0
MMS01;2/3/2015;0
MMS01;3/3/2015;0,2
MMS01;4/3/2015;0
MMS01;5/3/2015;1
MMS01;6/3/2015;28,6
MMS01;7/3/2015;42,8
MMS01;8/3/2015;20
MMS01;9/3/2015;0
MMS01;10/3/2015;0
MMS01;11/3/2015;9,4
MMS01;12/3/2015;10,2
MMS01;13/3/2015;1,8
MMS01;14/3/2015;0,4
MMS01;15/3/2015;0
MMS01;16/3/2015;0
MMS01;17/3/2015;0
MMS01;18/3/2015;0
MMS01;19/3/2015;1,8
MMS01;20/3/2015;10,2
MMS01;21/3/2015;0,2
MMS01;22/3/2015;0
MMS01;23/3/2015;6,2
MMS01;24/3/2015;0
MMS01;25/3/2015;1,6
MMS01;26/3/2015;19
MMS01;27/3/2015;36,6
MMS01;28/3/2015;0
MMS01;29/3/2015;0
MMS01;30/3/2015;2
MMS01;31/3/2015;0,4
MMS01;1/4/2015;0
MMS01;2/4/2015;0
MMS01;3/4/2015;0
MMS01;4/4/2015;0
MMS01;5/4/2015;1
MMS01;6/4/2015;2,8
MMS01;7/4/2015;10,2
MMS01;8/4/2015;1,4
MMS01;9/4/2015;0
MMS01;10/4/2015;0
MMS01;11/4/2015;0
MMS01;12/4/2015;0
MMS01;13/4/2015;0
MMS01;14/4/2015;0
MMS01;15/4/2015;0
MMS01;16/4/2015;0
MMS01;17/4/2015;0
MMS01;18/4/2015;0
MMS01;19/4/2015;5,2
MMS01;20/4/2015;0
MMS01;21/4/2015;0
MMS01;22/4/2015;0,6
MMS01;23/4/2015;0
MMS01;24/4/2015;0
MMS01;25/4/2015;0
MMS01;28/4/2015;0
MMS01;29/4/2015;0
MMS01;30/4/2015;0
MMS01;1/5/2015;0
MMS01;2/5/2015;0,6
MMS01;3/5/2015;0
MMS01;4/5/2015;0
MMS01;5/5/2015;0
MMS01;6/5/2015;0
MMS01;7/5/2015;2,6
MMS01;8/5/2015;0
MMS01;9/5/2015;0
MMS01;10/5/2015;0
MMS01;11/5/2015;6,4
MMS01;12/5/2015;0
MMS01;13/5/2015;0
MMS01;14/5/2015;0
MMS01;15/5/2015;0
MMS01;16/5/2015;0
MMS01;17/5/2015;0
MMS01;18/5/2015;0
MMS01;19/5/2015;0
MMS01;20/5/2015;2,4
MMS01;21/5/2015;0
MMS01;22/5/2015;0
MMS01;23/5/2015;0
MMS01;24/5/2015;0
MMS01;25/5/2015;5,6
MMS01;26/5/2015;0
MMS01;27/5/2015;0
MMS01;28/5/2015;8
MMS01;29/5/2015;0,8
MMS01;30/5/2015;0
MMS01;31/5/2015;0
MMS01;1/6/2015;0
MMS01;2/6/2015;0
MMS01;3/6/2015;0
MMS01;4/6/2015;2,6
MMS01;5/6/2015;0,2
MMS01;6/6/2015;0,2
MMS01;7/6/2015;4,6
MMS01;8/6/2015;0,4
MMS01;9/6/2015;0
MMS01;10/6/2015;0,6
MMS01;11/6/2015;0,2
MMS01;12/6/2015;0
MMS01;13/6/2015;0
MMS01;14/6/2015;0
MMS01;15/6/2015;0
MMS01;16/6/2015;0
MMS01;17/6/2015;13
MMS01;18/6/2015;8
MMS01;19/6/2015;2
MMS01;20/6/2015;2,2
MMS01;21/6/2015;7,2
MMS01;22/6/2015;2,8
MMS01;23/6/2015;0
MMS01;24/6/2015;0
MMS01;25/6/2015;0
MMS01;26/6/2015;0
MMS01;27/6/2015;0
MMS01;28/6/2015;1,2
MMS01;29/6/2015;0
MMS01;30/6/2015;0
MMS01;1/7/2015;0
MMS01;2/7/2015;0
MMS01;3/7/2015;0
MMS01;4/7/2015;0
MMS01;5/7/2015;0
MMS01;6/7/2015;0
MMS01;7/7/2015;0
MMS01;8/7/2015;0
MMS01;9/7/2015;0
MMS01;10/7/2015;2
MMS01;11/7/2015;0
MMS01;12/7/2015;0
MMS01;13/7/2015;0
MMS01;14/7/2015;0
MMS01;15/7/2015;0
MMS01;16/7/2015;0
MMS01;17/7/2015;0
MMS01;18/7/2015;0
MMS01;19/7/2015;0
MMS01;20/7/2015;0
MMS01;21/7/2015;0
MMS01;22/7/2015;0
MMS01;23/7/2015;0
MMS01;24/7/2015;0
MMS01;25/7/2015;0
MMS01;26/7/2015;0
MMS01;27/7/2015;0
MMS01;28/7/2015;0
MMS01;29/7/2015;0
MMS01;30/7/2015;0
MMS01;31/7/2015;0
MMS01;1/8/2015;0
MMS01;2/8/2015;0
MMS01;3/8/2015;0
MMS01;4/8/2015;0
MMS01;5/8/2015;5
MMS01;6/8/2015;0
MMS01;7/8/2015;0
MMS01;8/8/2015;0
MMS01;9/8/2015;0
MMS01;10/8/2015;0
MMS01;11/8/2015;0
MMS01;12/8/2015;0
MMS01;13/8/2015;0
MMS01;14/8/2015;0
MMS01;15/8/2015;0
MMS01;16/8/2015;0
MMS01;17/8/2015;0,8
MMS01;18/8/2015;0
MMS01;19/8/2015;0
MMS01;20/8/2015;0
MMS01;21/8/2015;0
MMS01;22/8/2015;11,2
MMS01;23/8/2015;0
MMS01;24/8/2015;0
MMS01;25/8/2015;0
MMS01;26/8/2015;0
MMS01;27/8/2015;0
MMS01;28/8/2015;0
MMS01;29/8/2015;0
MMS01;30/8/2015;0
MMS01;31/8/2015;0
MMS01;1/9/2015;0
MMS01;2/9/2015;0
MMS01;3/9/2015;0
MMS01;4/9/2015;0
MMS01;5/9/2015;0
MMS01;6/9/2015;0
MMS01;7/9/2015;0,2
MMS01;8/9/2015;0
MMS01;9/9/2015;0
MMS01;10/9/2015;1
MMS01;11/9/2015;0
MMS01;12/9/2015;0,2
MMS01;13/9/2015;0
MMS01;14/9/2015;0
MMS01;15/9/2015;0
MMS01;16/9/2015;0
MMS01;17/9/2015;0
MMS01;18/9/2015;0
MMS01;19/9/2015;0
MMS01;20/9/2015;0
